,month,line_name,subway_station,city,transfer_line,대합실면적,승강장면적,congestion_total,congestion_mean,get_in_total,get_out_total,peak_time_passengers_total,non_peak_time_passengers_total,passengers_total,peak_time_mean,non_peak_time_mean,passengers_mean,latitude,longitude
162,202402,7호선,가산디지털단지,금천구,1.0,10116.83,2434.7,744.22,31.00916666666667,1094358,1087270,1420995,760633,2181628,236832.5,42257.38888888889,90901.16666666667,37.481072,126.882343
163,202402,경부선,가산디지털단지,금천구,1.0,,,0.0,,424555,487293,551821,360027,911848,91970.16666666667,20001.5,37993.666666666664,,
164,202403,7호선,가산디지털단지,금천구,1.0,10116.83,2434.7,727.7,30.320833333333336,1183412,1178268,1539838,821842,2361680,256639.66666666666,45657.88888888889,98403.33333333333,37.481072,126.882343
165,202403,경부선,가산디지털단지,금천구,1.0,,,0.0,,465796,542981,607500,401277,1008777,101250.0,22293.166666666668,42032.375,,
166,202404,7호선,가산디지털단지,금천구,1.0,10116.83,2434.7,768.22,32.009166666666665,1201485,1211321,1592284,820522,2412806,265380.6666666667,45584.555555555555,100533.58333333333,37.481072,126.882343
167,202404,경부선,가산디지털단지,금천구,1.0,,,0.0,,489007,556838,638244,407601,1045845,106374.0,22644.5,43576.875,,
168,202405,7호선,가산디지털단지,금천구,1.0,10116.83,2434.7,724.11,30.17125,1173758,1176274,1533274,816758,2350032,255545.66666666666,45375.444444444445,97918.0,37.481072,126.882343
169,202405,경부선,가산디지털단지,금천구,1.0,,,0.0,,480039,549442,620457,409024,1029481,103409.5,22723.555555555555,42895.041666666664,,
170,202406,7호선,가산디지털단지,금천구,1.0,10116.83,2434.7,701.66,29.235833333333332,1100610,1103137,1436548,767199,2203747,239424.66666666666,42622.166666666664,91822.79166666667,37.481072,126.882343
171,202406,경부선,가산디지털단지,금천구,1.0,,,0.0,,449013,516050,583484,381579,965063,97247.33333333333,21198.833333333332,40210.958333333336,,
172,202407,7호선,가산디지털단지,금천구,1.0,10116.83,2434.7,775.45,32.31041666666667,1260001,1256725,1702077,814649,2516726,283679.5,45258.27777777778,104863.58333333333,37.481072,126.882343
173,202407,경부선,가산디지털단지,금천구,1.0,,,0.0,,490525,569610,674892,385243,1060135,112482.0,21402.38888888889,44172.291666666664,,
174,202408,7호선,가산디지털단지,금천구,1.0,10116.83,2434.7,693.78,28.9075,1130919,1120705,1503783,747841,2251624,250630.5,41546.72222222222,93817.66666666667,37.481072,126.882343
175,202408,경부선,가산디지털단지,금천구,1.0,,,0.0,,440316,512953,597599,355670,953269,99599.83333333333,19759.444444444445,39719.541666666664,,
176,202409,7호선,가산디지털단지,금천구,1.0,10116.83,2434.7,657.12,27.38,1032463,1031373,1350238,713598,2063836,225039.66666666666,39644.333333333336,85993.16666666667,37.481072,126.882343
177,202409,경부선,가산디지털단지,금천구,1.0,,,0.0,,430349,491614,557966,363997,921963,92994.33333333333,20222.055555555555,38415.125,,
178,202410,7호선,가산디지털단지,금천구,1.0,10116.83,2434.7,706.1300000000001,29.422083333333337,1141952,1149695,1497365,794282,2291647,249560.83333333334,44126.77777777778,95485.29166666667,37.481072,126.882343
179,202410,경부선,가산디지털단지,금천구,1.0,,,0.0,,513707,575812,653251,436268,1089519,108875.16666666667,24237.11111111111,45396.625,,
180,202111,9호선,가양,강서구,1.0,,,0.0,,557268,537583,551787,543064,1094851,91964.5,30170.222222222223,45618.791666666664,37.561391,126.854456
181,202112,9호선,가양,강서구,1.0,,,0.0,,544552,527052,533113,538491,1071604,88852.16666666667,29916.166666666668,44650.166666666664,37.561391,126.854456
182,202201,9호선,가양,강서구,1.0,,,0.0,,512014,498953,494767,516200,1010967,82461.16666666667,28677.777777777777,42123.625,37.561391,126.854456
183,202202,9호선,가양,강서구,1.0,,,0.0,,434921,426536,421732,439725,861457,70288.66666666667,24429.166666666668,35894.041666666664,37.561391,126.854456
184,202203,9호선,가양,강서구,1.0,,,0.0,,494459,479904,486603,487760,974363,81100.5,27097.777777777777,40598.458333333336,37.561391,126.854456
185,202204,9호선,가양,강서구,1.0,,,0.0,,555458,532008,538485,548981,1087466,89747.5,30498.944444444445,45311.083333333336,37.561391,126.854456
186,202205,9호선,가양,강서구,1.0,,,0.0,,607337,584234,585534,606037,1191571,97589.0,33668.72222222222,49648.791666666664,37.561391,126.854456
187,202206,9호선,가양,강서구,1.0,,,0.0,,580604,563195,561082,582717,1143799,93513.66666666667,32373.166666666668,47658.291666666664,37.561391,126.854456
188,202207,9호선,가양,강서구,1.0,,,0.0,,596885,577314,579355,594844,1174199,96559.16666666667,33046.88888888889,48924.958333333336,37.561391,126.854456
189,202208,9호선,가양,강서구,1.0,,,0.0,,577752,561299,571034,568017,1139051,95172.33333333333,31556.5,47460.458333333336,37.561391,126.854456
190,202209,9호선,가양,강서구,1.0,,,0.0,,585342,565108,568723,581727,1150450,94787.16666666667,32318.166666666668,47935.416666666664,37.561391,126.854456
191,202210,9호선,가양,강서구,1.0,,,0.0,,619602,603098,588844,633856,1222700,98140.66666666667,35214.22222222222,50945.833333333336,37.561391,126.854456
192,202211,9호선,가양,강서구,1.0,,,0.0,,627228,612570,623809,615989,1239798,103968.16666666667,34221.61111111111,51658.25,37.561391,126.854456
193,202212,9호선,가양,강서구,1.0,,,0.0,,628077,612122,599514,640685,1240199,99919.0,35593.61111111111,51674.958333333336,37.561391,126.854456
194,202301,9호선,가양,강서구,1.0,,,0.0,,575872,563374,560892,578354,1139246,93482.0,32130.777777777777,47468.583333333336,37.561391,126.854456
195,202302,9호선,가양,강서구,1.0,,,0.0,,590282,575357,574373,591266,1165639,95728.83333333333,32848.11111111111,48568.291666666664,37.561391,126.854456
196,202303,9호선,가양,강서구,1.0,,,0.0,,667313,647898,651245,663966,1315211,108540.83333333333,36887.0,54800.458333333336,37.561391,126.854456
197,202304,9호선,가양,강서구,1.0,,,0.0,,631435,609648,606965,634118,1241083,101160.83333333333,35228.77777777778,51711.791666666664,37.561391,126.854456
198,202305,9호선,가양,강서구,1.0,,,0.0,,638614,617770,611964,644420,1256384,101994.0,35801.11111111111,52349.333333333336,37.561391,126.854456
199,202306,9호선,가양,강서구,1.0,,,0.0,,636766,615912,616240,636438,1252678,102706.66666666667,35357.666666666664,52194.916666666664,37.561391,126.854456
200,202307,9호선,가양,강서구,1.0,,,0.0,,634645,614644,615948,633341,1249289,102658.0,35185.61111111111,52053.708333333336,37.561391,126.854456
201,202308,9호선,가양,강서구,1.0,,,0.0,,618573,601417,612389,607601,1219990,102064.83333333333,33755.61111111111,50832.916666666664,37.561391,126.854456
202,202309,9호선,가양,강서구,1.0,,,0.0,,612197,589160,586237,615120,1201357,97706.16666666667,34173.333333333336,50056.541666666664,37.561391,126.854456
203,202310,9호선,가양,강서구,1.0,,,0.0,,646053,628622,612165,662510,1274675,102027.5,36806.11111111111,53111.458333333336,37.561391,126.854456
204,202311,9호선,가양,강서구,1.0,,,0.0,,663448,645340,653751,655037,1308788,108958.5,36390.944444444445,54532.833333333336,37.561391,126.854456
205,202312,9호선,가양,강서구,1.0,,,0.0,,642672,622685,596788,668569,1265357,99464.66666666667,37142.72222222222,52723.208333333336,37.561391,126.854456
206,202401,9호선,가양,강서구,1.0,,,0.0,,639952,623533,634254,629231,1263485,105709.0,34957.27777777778,52645.208333333336,37.561391,126.854456
207,202402,9호선,가양,강서구,1.0,,,0.0,,585429,570415,562380,593464,1155844,93730.0,32970.22222222222,48160.166666666664,37.561391,126.854456
208,202403,9호선,가양,강서구,1.0,,,0.0,,667196,651477,638507,680166,1318673,106417.83333333333,37787.0,54944.708333333336,37.561391,126.854456
209,202404,9호선,가양,강서구,1.0,,,0.0,,670881,653169,649588,674462,1324050,108264.66666666667,37470.11111111111,55168.75,37.561391,126.854456
210,202405,9호선,가양,강서구,1.0,,,0.0,,668368,649680,635654,682394,1318048,105942.33333333333,37910.77777777778,54918.666666666664,37.561391,126.854456
211,202406,9호선,가양,강서구,1.0,,,0.0,,632963,617591,598817,651737,1250554,99802.83333333333,36207.61111111111,52106.416666666664,37.561391,126.854456
212,202407,9호선,가양,강서구,1.0,,,0.0,,664803,648393,659958,653238,1313196,109993.0,36291.0,54716.5,37.561391,126.854456
213,202408,9호선,가양,강서구,1.0,,,0.0,,618476,603846,603858,618464,1222322,100643.0,34359.11111111111,50930.083333333336,37.561391,126.854456
214,202409,9호선,가양,강서구,1.0,,,0.0,,595647,580649,564759,611537,1176296,94126.5,33974.27777777778,49012.333333333336,37.561391,126.854456
215,202410,9호선,가양,강서구,1.0,,,0.0,,661814,649669,634089,677394,1311483,105681.5,37633.0,54645.125,37.561391,126.854456
216,202111,우이신설선,가오리,강북구,1.0,,,0.0,,112749,109248,103430,118567,221997,17238.333333333332,6587.055555555556,9249.875,37.641701,127.016792
217,202112,우이신설선,가오리,강북구,1.0,,,0.0,,110011,108434,100621,117824,218445,16770.166666666668,6545.777777777777,9101.875,37.641701,127.016792
218,202201,우이신설선,가오리,강북구,1.0,,,0.0,,104176,103240,92754,114662,207416,15459.0,6370.111111111111,8642.333333333334,37.641701,127.016792
219,202202,우이신설선,가오리,강북구,1.0,,,0.0,,91989,91338,82166,101161,183327,13694.333333333334,5620.055555555556,7638.625,37.641701,127.016792
220,202203,우이신설선,가오리,강북구,1.0,,,0.0,,104235,102648,95663,111220,206883,15943.833333333334,6178.888888888889,8620.125,37.641701,127.016792
221,202204,우이신설선,가오리,강북구,1.0,,,0.0,,114493,110781,103733,121541,225274,17288.833333333332,6752.277777777777,9386.416666666666,37.641701,127.016792
222,202205,우이신설선,가오리,강북구,1.0,,,0.0,,125010,120428,112415,133023,245438,18735.833333333332,7390.166666666667,10226.583333333334,37.641701,127.016792
223,202206,우이신설선,가오리,강북구,1.0,,,0.0,,118262,115219,107173,126308,233481,17862.166666666668,7017.111111111111,9728.375,37.641701,127.016792
224,202207,우이신설선,가오리,강북구,1.0,,,0.0,,120817,118798,109869,129746,239615,18311.5,7208.111111111111,9983.958333333334,37.641701,127.016792
225,202208,우이신설선,가오리,강북구,1.0,,,0.0,,116425,114707,105981,125151,231132,17663.5,6952.833333333333,9630.5,37.641701,127.016792
226,202209,우이신설선,가오리,강북구,1.0,,,0.0,,119818,116080,107174,128724,235898,17862.333333333332,7151.333333333333,9829.083333333334,37.641701,127.016792
227,202210,우이신설선,가오리,강북구,1.0,,,0.0,,125605,120499,110219,135885,246104,18369.833333333332,7549.166666666667,10254.333333333334,37.641701,127.016792
228,202211,우이신설선,가오리,강북구,1.0,,,0.0,,124277,120623,112402,132498,244900,18733.666666666668,7361.0,10204.166666666666,37.641701,127.016792
229,202212,우이신설선,가오리,강북구,1.0,,,0.0,,121692,118336,107901,132127,240028,17983.5,7340.388888888889,10001.166666666666,37.641701,127.016792
230,202301,우이신설선,가오리,강북구,1.0,,,0.0,,112369,110234,98963,123640,222603,16493.833333333332,6868.888888888889,9275.125,37.641701,127.016792
231,202302,우이신설선,가오리,강북구,1.0,,,0.0,,114592,112095,101649,125038,226687,16941.5,6946.555555555556,9445.291666666666,37.641701,127.016792
232,202303,우이신설선,가오리,강북구,1.0,,,0.0,,134018,130084,119574,144528,264102,19929.0,8029.333333333333,11004.25,37.641701,127.016792
233,202304,우이신설선,가오리,강북구,1.0,,,0.0,,126886,123320,112696,137510,250206,18782.666666666668,7639.444444444444,10425.25,37.641701,127.016792
234,202305,우이신설선,가오리,강북구,1.0,,,0.0,,129614,126237,113980,141871,255851,18996.666666666668,7881.722222222223,10660.458333333334,37.641701,127.016792
235,202306,우이신설선,가오리,강북구,1.0,,,0.0,,127233,123800,112431,138602,251033,18738.5,7700.111111111111,10459.708333333334,37.641701,127.016792
236,202307,우이신설선,가오리,강북구,1.0,,,0.0,,124526,122768,111295,135999,247294,18549.166666666668,7555.5,10303.916666666666,37.641701,127.016792
237,202308,우이신설선,가오리,강북구,1.0,,,0.0,,122844,122519,111802,133561,245363,18633.666666666668,7420.055555555556,10223.458333333334,37.641701,127.016792
238,202309,우이신설선,가오리,강북구,1.0,,,0.0,,124562,122412,110864,136110,246974,18477.333333333332,7561.666666666667,10290.583333333334,37.641701,127.016792
239,202310,우이신설선,가오리,강북구,1.0,,,0.0,,129626,127452,114139,142939,257078,19023.166666666668,7941.055555555556,10711.583333333334,37.641701,127.016792
240,202311,우이신설선,가오리,강북구,1.0,,,0.0,,129619,128753,117149,141223,258372,19524.833333333332,7845.722222222223,10765.5,37.641701,127.016792
241,202312,우이신설선,가오리,강북구,1.0,,,0.0,,126906,124610,107992,143524,251516,17998.666666666668,7973.555555555556,10479.833333333334,37.641701,127.016792
242,202401,우이신설선,가오리,강북구,1.0,,,0.0,,125066,124264,111405,137925,249330,18567.5,7662.5,10388.75,37.641701,127.016792
243,202402,우이신설선,가오리,강북구,1.0,,,0.0,,115387,113463,100379,128471,228850,16729.833333333332,7137.277777777777,9535.416666666666,37.641701,127.016792
244,202403,우이신설선,가오리,강북구,1.0,,,0.0,,132307,129900,115592,146615,262207,19265.333333333332,8145.277777777777,10925.291666666666,37.641701,127.016792
245,202404,우이신설선,가오리,강북구,1.0,,,0.0,,131827,129159,116740,144246,260986,19456.666666666668,8013.666666666667,10874.416666666666,37.641701,127.016792
246,202405,우이신설선,가오리,강북구,1.0,,,0.0,,134273,131762,117764,148271,266035,19627.333333333332,8237.277777777777,11084.791666666666,37.641701,127.016792
247,202406,우이신설선,가오리,강북구,1.0,,,0.0,,127259,125427,112171,140515,252686,18695.166666666668,7806.388888888889,10528.583333333334,37.641701,127.016792
248,202407,우이신설선,가오리,강북구,1.0,,,0.0,,131306,131603,120708,142201,262909,20118.0,7900.055555555556,10954.541666666666,37.641701,127.016792
249,202408,우이신설선,가오리,강북구,1.0,,,0.0,,123748,123120,111596,135272,246868,18599.333333333332,7515.111111111111,10286.166666666666,37.641701,127.016792
250,202409,우이신설선,가오리,강북구,1.0,,,0.0,,120488,118902,106505,132885,239390,17750.833333333332,7382.5,9974.583333333334,37.641701,127.016792
251,202410,우이신설선,가오리,강북구,1.0,,,0.0,,128623,126496,114290,140829,255119,19048.333333333332,7823.833333333333,10629.958333333334,37.641701,127.016792
252,202111,경의선,가좌,서대문구,1.0,,,0.0,,147783,140339,139149,148973,288122,23191.5,8276.277777777777,12005.083333333334,37.568491,126.915487
253,202112,경의선,가좌,서대문구,1.0,,,0.0,,141295,135560,131814,145041,276855,21969.0,8057.833333333333,11535.625,37.568491,126.915487
254,202201,경의선,가좌,서대문구,1.0,,,0.0,,133182,129949,124038,139093,263131,20673.0,7727.388888888889,10963.791666666666,37.568491,126.915487
255,202202,경의선,가좌,서대문구,1.0,,,0.0,,112453,110606,105710,117349,223059,17618.333333333332,6519.388888888889,9294.125,37.568491,126.915487
256,202203,경의선,가좌,서대문구,1.0,,,0.0,,131596,128094,126408,133282,259690,21068.0,7404.555555555556,10820.416666666666,37.568491,126.915487
257,202204,경의선,가좌,서대문구,1.0,,,0.0,,150065,143241,143108,150198,293306,23851.333333333332,8344.333333333334,12221.083333333334,37.568491,126.915487
258,202205,경의선,가좌,서대문구,1.0,,,0.0,,168365,159593,157314,170644,327958,26219.0,9480.222222222223,13664.916666666666,37.568491,126.915487
259,202206,경의선,가좌,서대문구,1.0,,,0.0,,158754,150259,147952,161061,309013,24658.666666666668,8947.833333333334,12875.541666666666,37.568491,126.915487
260,202207,경의선,가좌,서대문구,1.0,,,0.0,,158182,150593,147227,161548,308775,24537.833333333332,8974.888888888889,12865.625,37.568491,126.915487
261,202208,경의선,가좌,서대문구,1.0,,,0.0,,153781,146409,146384,153806,300190,24397.333333333332,8544.777777777777,12507.916666666666,37.568491,126.915487
